"","stimuliShown","group_1","buttonBox_2.started","cross_sel.started","cross_slow.started","dur_fix","dur_selection","perceptual_result","block","stim1","stim2","response","rt","reward","ID","stim_chosen","typeOfChoice","highChosen","riskChosen","forced","choices","win","correct","risky","trial","trial_cont","trial_id","trial_n","trigger_integer","buttonBox_2.keys","participant","left_rew_dbl","right_rew_dbl"
"4772",13,"overestimator",2575.2080324,"2576.5003824","None",128,157,"underestimator",3,"1","3","0",1.22886710000012,58,"sub-009",1,2,1,NA,0,1,NA,1,NA,79,79,439,79,13,"0","sub-009",58,16
"4773",32,"overestimator",2580.3650844,"2581.1758951","None",166,128,"underestimator",3,"3","2","1",0.742682899999636,63,"sub-009",2,4,1,NA,0,0,NA,1,NA,80,80,440,80,32,"1","sub-009",30,63
"4774",34,"overestimator",2584.6827745,"2586.552974","None",149,163,"underestimator",3,"3","4","0",1.8092316999996,17,"sub-009",3,6,NA,1,0,1,-1,NA,1,81,81,441,81,34,"0","sub-009",17,38
"4775",14,"overestimator",2590.5147443,"2591.4711523","None",176,164,"underestimator",3,"1","4","0",0.892465400000219,51,"sub-009",1,3,1,NA,0,1,NA,1,NA,82,82,442,82,14,"0","sub-009",51,49
"4776",23,"overestimator",2595.0054636,"2595.9391125","None",123,152,"underestimator",3,"2","3","0",0.86746839999978,64,"sub-009",2,4,1,NA,0,1,NA,1,NA,83,83,443,83,23,"0","sub-009",64,56
"4777",13,"overestimator",2599.4654436,"2600.5629824","None",131,147,"underestimator",3,"1","3","0",1.03348970000025,56,"sub-009",1,2,1,NA,0,1,NA,1,NA,84,84,444,84,13,"0","sub-009",56,37
"4778",41,"overestimator",2604.2148825,"2605.4206994","None",153,159,"underestimator",3,"4","1","1",1.14224310000009,45,"sub-009",1,3,1,NA,0,0,NA,1,NA,85,85,445,85,41,"1","sub-009",39,45
"4779",32,"overestimator",2609.1891078,"2610.0827296","None",155,176,"underestimator",3,"3","2","1",0.829910199999631,54,"sub-009",2,4,1,NA,0,0,NA,1,NA,86,86,446,86,32,"1","sub-009",62,54
"4780",24,"overestimator",2613.8463733,"2614.7063231","None",137,163,"underestimator",3,"2","4","0",0.796033699999953,68,"sub-009",2,5,1,NA,0,1,NA,1,NA,87,87,447,87,24,"0","sub-009",68,31
"4781",14,"overestimator",2618.2633294,"2619.2829104","None",125,165,"underestimator",3,"1","4","0",0.954028699999981,33,"sub-009",1,3,1,NA,0,1,NA,1,NA,88,88,448,88,14,"0","sub-009",33,36
"4782",12,"overestimator",2622.9980066,"2623.7167511","None",141,168,"underestimator",3,"1","2","1",0.653804600000058,58,"sub-009",2,1,NA,0,0,0,1,NA,0,89,89,449,89,12,"1","sub-009",52,58
"4783",41,"overestimator",2627.364759,"2628.2612183","None",132,125,"underestimator",3,"4","1","1",0.827780699999948,37,"sub-009",1,3,1,NA,0,0,NA,1,NA,90,90,450,90,41,"1","sub-009",37,37
"4784",43,"overestimator",2661.7869114,"2662.6786397","None",159,152,"underestimator",3,"4","3","0",0.829059799999868,40,"sub-009",4,6,NA,0,0,1,-1,NA,0,91,91,451,91,43,"0","sub-009",40,23
"4785",43,"overestimator",2666.2617822,"2666.8682359","None",139,147,"underestimator",3,"4","3","1",0.542447300000276,28,"sub-009",3,6,NA,1,0,0,-1,NA,1,92,92,452,92,43,"1","sub-009",44,28
"4786",34,"overestimator",2670.5694203,"2671.2522249","None",158,128,"underestimator",3,"3","4","1",0.617879200000061,45,"sub-009",4,6,NA,0,0,0,-1,NA,0,93,93,453,93,34,"1","sub-009",26,45
"4787",42,"overestimator",2674.8792636,"2675.9752243","None",170,125,"underestimator",3,"4","2","1",1.03130060000012,50,"sub-009",2,5,1,NA,0,0,NA,1,NA,94,94,454,94,42,"1","sub-009",39,50
"4788",13,"overestimator",2679.4620174,"2680.90965","None",154,177,"underestimator",3,"1","3","0",1.38373929999989,62,"sub-009",1,2,1,NA,0,1,NA,1,NA,95,95,455,95,13,"0","sub-009",62,21
"4789",23,"overestimator",2684.7202836,"2685.5881265","None",141,132,"underestimator",3,"2","3","0",0.803932399999667,51,"sub-009",2,4,1,NA,0,1,NA,1,NA,96,96,456,96,23,"0","sub-009",51,23
"4790",21,"overestimator",2689.3105936,"2690.1933712","None",178,173,"underestimator",3,"2","1","1",0.817618699999912,51,"sub-009",1,1,NA,1,0,0,1,NA,1,97,97,457,97,21,"1","sub-009",52,51
"4791",12,"overestimator",2694.0769343,"2694.9459237","None",154,126,"underestimator",3,"1","2","0",0.803866400000061,75,"sub-009",1,1,NA,1,0,1,1,NA,1,98,98,458,98,12,"0","sub-009",75,66
"4792",14,"overestimator",2698.5781236,"2699.3288843","None",172,134,"underestimator",3,"1","4","0",0.686315899999954,44,"sub-009",1,3,1,NA,0,1,NA,1,NA,99,99,459,99,14,"0","sub-009",44,50
"4793",24,"overestimator",2703.0524114,"2703.9632112","None",175,135,"underestimator",3,"2","4","0",0.847058500000003,55,"sub-009",2,5,1,NA,0,1,NA,1,NA,100,100,460,100,24,"0","sub-009",55,44
"4794",34,"overestimator",2707.3601762,"2708.2937726","None",134,132,"underestimator",3,"3","4","1",0.867478199999823,46,"sub-009",4,6,NA,0,0,0,-1,NA,0,101,101,461,101,34,"1","sub-009",45,46
"4795",14,"overestimator",2711.8345486,"2712.9051999","None",156,144,"underestimator",3,"1","4","0",1.00679609999997,87,"sub-009",1,3,1,NA,0,1,NA,1,NA,102,102,462,102,14,"0","sub-009",87,43
"4796",23,"overestimator",2716.577619,"2717.1922421","None",158,173,"underestimator",3,"2","3","0",0.550424600000042,57,"sub-009",2,4,1,NA,0,1,NA,1,NA,103,103,463,103,23,"0","sub-009",57,49
"4797",13,"overestimator",2721.0689578,"2721.8787013","None",153,162,"underestimator",3,"1","3","0",0.745494599999802,43,"sub-009",1,2,1,NA,0,1,NA,1,NA,104,104,464,104,13,"0","sub-009",43,46
"4798",31,"overestimator",2725.728706,"2726.2964682","None",160,133,"underestimator",3,"3","1","1",0.501749300000029,60,"sub-009",1,2,1,NA,0,0,NA,1,NA,105,105,465,105,31,"1","sub-009",12,60
"4799",14,"overestimator",2730.0010662,"2730.8076839","None",172,138,"underestimator",3,"1","4","0",0.742280999999821,67,"sub-009",1,3,1,NA,0,1,NA,1,NA,106,106,466,106,14,"0","sub-009",67,48
"4800",24,"overestimator",2734.1771929,"2735.2479972","None",127,160,"underestimator",3,"2","4","0",1.00387460000002,70,"sub-009",2,5,1,NA,0,1,NA,1,NA,107,107,467,107,24,"0","sub-009",70,36
"4801",34,"overestimator",2738.9013981,"2739.7318824","None",140,154,"underestimator",3,"3","4","1",0.766913700000259,38,"sub-009",4,6,NA,0,0,0,-1,NA,0,108,108,468,108,34,"1","sub-009",54,38
"4802",23,"overestimator",2743.3022137,"2744.2007684","None",136,148,"underestimator",3,"2","3","0",0.833836599999813,54,"sub-009",2,4,1,NA,0,1,NA,1,NA,109,109,469,109,23,"0","sub-009",54,41
"4803",42,"overestimator",2747.958342,"2749.0521251","None",165,162,"underestimator",3,"4","2","1",1.0294229000001,68,"sub-009",2,5,1,NA,0,0,NA,1,NA,110,110,470,110,42,"1","sub-009",33,68
"4804",41,"overestimator",2753.0339071,"2753.7908159","None",176,161,"underestimator",3,"4","1","1",0.692646699999841,42,"sub-009",1,3,1,NA,0,0,NA,1,NA,111,111,471,111,41,"1","sub-009",42,42
"4805",32,"overestimator",2757.5177247,"2758.4485741","None",147,138,"underestimator",3,"3","2","1",0.86699039999985,64,"sub-009",2,4,1,NA,0,0,NA,1,NA,112,112,472,112,32,"1","sub-009",25,64
"4806",42,"overestimator",2762.224825,"2762.9786569","None",176,121,"underestimator",3,"4","2","1",0.689467900000182,64,"sub-009",2,5,1,NA,0,0,NA,1,NA,113,113,473,113,42,"1","sub-009",40,64
"4807",24,"overestimator",2766.1328612,"2767.1783202","None",121,148,"underestimator",3,"2","4","0",0.981717299999673,62,"sub-009",2,5,1,NA,0,1,NA,1,NA,114,114,474,114,24,"0","sub-009",62,33
"4808",42,"overestimator",2770.950543,"2771.5912393","None",167,152,"underestimator",3,"4","2","1",0.578147700000045,54,"sub-009",2,5,1,NA,0,0,NA,1,NA,115,115,475,115,42,"1","sub-009",35,54
"4809",34,"overestimator",2775.0754159,"2776.2338442","None",128,148,"underestimator",3,"3","4","1",1.09502699999985,43,"sub-009",4,6,NA,0,0,0,-1,NA,0,116,116,476,116,34,"1","sub-009",19,43
"4810",13,"overestimator",2779.7397925,"2780.5764819","None",135,172,"underestimator",3,"1","3","0",0.773325099999965,63,"sub-009",1,2,1,NA,0,1,NA,1,NA,117,117,477,117,13,"0","sub-009",63,39
"4811",14,"overestimator",2784.3743559,"2785.4920236","None",145,125,"underestimator",3,"1","4","0",1.05399820000002,76,"sub-009",1,3,1,NA,0,1,NA,1,NA,118,118,478,118,14,"0","sub-009",76,41
"4812",41,"overestimator",2789.132816,"2789.9015875","None",173,146,"underestimator",3,"4","1","1",0.704774600000292,93,"sub-009",1,3,1,NA,0,0,NA,1,NA,119,119,479,119,41,"1","sub-009",41,93
"4813",42,"overestimator",2793.5364228,"2794.6320598","None",153,159,"underestimator",3,"4","2","1",1.0299557999997,59,"sub-009",2,5,1,NA,0,0,NA,1,NA,120,120,480,120,42,"1","sub-009",32,59
"4814",23,"overestimator",2798.5157405,"2799.417487","None",167,151,"underestimator",3,"2","3","0",0.839131000000179,55,"sub-009",2,4,1,NA,0,1,NA,1,NA,121,121,481,121,23,"0","sub-009",55,68
"4815",24,"overestimator",2802.8983143,"2803.8409509","None",129,131,"underestimator",3,"2","4","0",0.878890399999818,59,"sub-009",2,5,1,NA,0,1,NA,1,NA,122,122,482,122,24,"0","sub-009",59,44
"4816",43,"overestimator",2807.1074223,"2808.5926103","None",120,131,"underestimator",3,"4","3","1",1.42131959999961,47,"sub-009",3,6,NA,1,0,0,-1,NA,1,123,123,483,123,43,"1","sub-009",30,47
"4817",31,"overestimator",2811.9737159,"2812.9392063","None",135,149,"underestimator",3,"3","1","1",0.902914599999804,70,"sub-009",1,2,1,NA,0,0,NA,1,NA,124,124,484,124,31,"1","sub-009",52,70
"4818",31,"overestimator",2816.772811,"2817.4529528","None",170,128,"underestimator",3,"3","1","1",0.616875000000164,80,"sub-009",1,2,1,NA,0,0,NA,1,NA,125,125,485,125,31,"1","sub-009",9,80
"4819",31,"overestimator",2820.8395204,"2821.4643963","None",140,149,"underestimator",3,"3","1","1",0.561195599999792,56,"sub-009",1,2,1,NA,0,0,NA,1,NA,126,126,486,126,31,"1","sub-009",52,56
"4820",24,"overestimator",2825.3318359,"2826.0166489","None",176,163,"underestimator",3,"2","4","0",0.617173199999797,60,"sub-009",2,5,1,NA,0,1,NA,1,NA,127,127,487,127,24,"0","sub-009",60,37
"4821",41,"overestimator",2829.5882978,"2830.4748685","None",129,156,"underestimator",3,"4","1","1",0.821747099999811,82,"sub-009",1,3,1,NA,0,0,NA,1,NA,128,128,488,128,41,"1","sub-009",39,82
"4822",14,"overestimator",2834.1477724,"2835.0528329","None",145,134,"underestimator",3,"1","4","0",0.841998599999897,68,"sub-009",1,3,1,NA,0,1,NA,1,NA,129,129,489,129,14,"0","sub-009",68,30
"4823",21,"overestimator",2838.4973927,"2839.1791876","None",143,123,"underestimator",3,"2","1","0",0.617038899999898,65,"sub-009",2,1,NA,0,0,1,1,NA,0,130,130,490,130,21,"0","sub-009",65,50
"4824",34,"overestimator",2842.5485985,"2843.5542376","None",143,134,"underestimator",3,"3","4","1",0.941300899999987,42,"sub-009",4,6,NA,0,0,0,-1,NA,0,131,131,491,131,34,"1","sub-009",28,42
"4825",23,"overestimator",2847.1480327,"2848.1700433","None",159,144,"underestimator",3,"2","3","0",0.9590247000001,67,"sub-009",2,4,1,NA,0,1,NA,1,NA,132,132,492,132,23,"0","sub-009",67,50
"4826",42,"overestimator",2851.7213916,"2852.7533802","None",144,127,"underestimator",3,"4","2","1",0.967236299999968,53,"sub-009",2,5,1,NA,0,0,NA,1,NA,133,133,493,133,42,"1","sub-009",31,53
"4827",21,"overestimator",2856.3628061,"2856.9335087","None",166,142,"underestimator",3,"2","1","0",0.506500899999992,63,"sub-009",2,1,NA,0,0,1,1,NA,0,134,134,494,134,21,"0","sub-009",63,34
"4828",34,"overestimator",2860.5998778,"2861.2824795","None",160,160,"underestimator",3,"3","4","1",0.617647300000044,43,"sub-009",4,6,NA,0,0,0,-1,NA,0,135,135,495,135,34,"1","sub-009",24,43
"4829",13,"overestimator",2895.0690985,"2895.9390197","None",153,140,"underestimator",3,"1","3","0",0.804850900000019,36,"sub-009",1,2,1,NA,0,1,NA,1,NA,136,136,496,136,13,"0","sub-009",36,38
"4830",42,"overestimator",2899.5869413,"2900.6968228","None",157,131,"underestimator",3,"4","2","1",1.0454393,53,"sub-009",2,5,1,NA,0,0,NA,1,NA,137,137,497,137,42,"1","sub-009",50,53
"4831",14,"overestimator",2904.3612905,"2905.1308971","None",168,131,"underestimator",3,"1","4","1",0.704690300000038,48,"sub-009",4,3,0,NA,0,0,NA,0,NA,138,138,498,138,14,"1","sub-009",89,48
"4832",34,"overestimator",2908.5689729,"2909.3516561","None",145,179,"underestimator",3,"3","4","0",0.718447400000059,44,"sub-009",3,6,NA,1,0,1,-1,NA,1,139,139,499,139,34,"0","sub-009",44,39
"4833",34,"overestimator",2913.0947858,"2913.9786791","None",132,157,"underestimator",3,"3","4","1",0.819429000000127,29,"sub-009",4,6,NA,0,0,0,-1,NA,0,140,140,500,140,34,"1","sub-009",22,29
"4834",12,"overestimator",2917.903031,"2918.8459015","None",176,171,"underestimator",3,"1","2","1",0.878908699999556,50,"sub-009",2,1,NA,0,0,0,1,NA,0,141,141,501,141,12,"1","sub-009",59,50
"4835",24,"overestimator",2922.9104529,"2924.0271286","None",179,135,"underestimator",3,"2","4","0",1.05392380000012,69,"sub-009",2,5,1,NA,0,1,NA,1,NA,142,142,502,142,24,"0","sub-009",69,41
"4836",12,"overestimator",2927.4102367,"2928.1178745","None",131,120,"underestimator",3,"1","2","1",0.642675900000086,62,"sub-009",2,1,NA,0,0,0,1,NA,0,143,143,503,143,12,"1","sub-009",64,62
"4837",43,"overestimator",2931.287274,"2932.550711","None",120,133,"underestimator",3,"4","3","0",1.19934270000022,42,"sub-009",4,6,NA,0,0,1,-1,NA,0,144,144,504,144,43,"0","sub-009",42,31
"4838",41,"overestimator",2936.2602819,"2937.1262669","None",173,179,"underestimator",3,"4","1","1",0.802378999999746,38,"sub-009",1,3,1,NA,0,0,NA,1,NA,145,145,505,145,41,"1","sub-009",39,38
"4839",41,"overestimator",2940.8518703,"2941.6476845","None",128,173,"underestimator",3,"4","1","0",0.728674999999839,34,"sub-009",4,3,0,NA,0,1,NA,0,NA,146,146,506,146,41,"0","sub-009",34,84
"4840",23,"overestimator",2945.5096693,"2946.281914","None",151,161,"underestimator",3,"2","3","0",0.704753600000004,66,"sub-009",2,4,1,NA,0,1,NA,1,NA,147,147,507,147,23,"0","sub-009",66,63
"4841",21,"overestimator",2949.9012583,"2950.4828279","None",137,127,"underestimator",3,"2","1","0",0.517226400000254,69,"sub-009",2,1,NA,0,0,1,1,NA,0,148,148,508,148,21,"0","sub-009",69,31
"4842",42,"overestimator",2953.6946847,"2954.4504383","None",121,128,"underestimator",3,"4","2","1",0.69148290000021,55,"sub-009",2,5,1,NA,0,0,NA,1,NA,149,149,509,149,42,"1","sub-009",36,55
"4843",32,"overestimator",2957.7600019,"2958.4029573","None",130,132,"underestimator",3,"3","2","1",0.578821199999766,58,"sub-009",2,4,1,NA,0,0,NA,1,NA,150,150,510,150,32,"1","sub-009",34,58
"4844",21,"overestimator",2962.119681,"2962.7491389","None",173,134,"underestimator",3,"2","1","0",0.564920599999823,63,"sub-009",2,1,NA,0,0,1,1,NA,0,151,151,511,151,21,"0","sub-009",63,73
"4845",21,"overestimator",2966.0505671,"2966.6107833","None",123,142,"underestimator",3,"2","1","0",0.492474599999696,62,"sub-009",2,1,NA,0,0,1,1,NA,0,152,152,512,152,21,"0","sub-009",62,86
"4846",32,"overestimator",2970.259658,"2971.0412477","None",159,176,"underestimator",3,"3","2","1",0.717193999999836,66,"sub-009",2,4,1,NA,0,0,NA,1,NA,153,153,513,153,32,"1","sub-009",20,66
"4847",31,"overestimator",2975.0257724,"2975.9857332","None",163,179,"underestimator",3,"3","1","1",0.895392100000208,78,"sub-009",1,2,1,NA,0,0,NA,1,NA,154,154,514,154,31,"1","sub-009",53,78
"4848",31,"overestimator",2979.8172996,"2980.5054269","None",143,168,"underestimator",3,"3","1","1",0.623930300000211,32,"sub-009",1,2,1,NA,0,0,NA,1,NA,155,155,515,155,31,"1","sub-009",62,32
"4849",41,"overestimator",2984.1503756,"2985.3196775","None",131,142,"underestimator",3,"4","1","1",1.10432949999995,46,"sub-009",1,3,1,NA,0,0,NA,1,NA,156,156,516,156,41,"1","sub-009",37,46
"4850",13,"overestimator",2988.6828268,"2990.1631808","None",124,152,"underestimator",3,"1","3","0",1.41761679999991,66,"sub-009",1,2,1,NA,0,1,NA,1,NA,157,157,517,157,13,"0","sub-009",66,50
"4851",12,"overestimator",2994.009094,"2994.9019535","None",171,159,"underestimator",3,"1","2","1",0.828910799999903,49,"sub-009",2,1,NA,0,0,0,1,NA,0,158,158,518,158,12,"1","sub-009",48,49
"4852",43,"overestimator",2998.5667735,"2999.5854095","None",143,158,"underestimator",3,"4","3","0",0.954450100000031,41,"sub-009",4,6,NA,0,0,1,-1,NA,0,159,159,519,159,43,"0","sub-009",41,45
"4853",12,"overestimator",3003.0742384,"3004.190798","None",124,129,"underestimator",3,"1","2","0",1.05092249999961,88,"sub-009",1,1,NA,1,0,1,1,NA,1,160,160,520,160,12,"0","sub-009",88,57
"4854",12,"overestimator",3007.6656714,"3008.3145673","None",150,146,"underestimator",3,"1","2","0",0.583998200000224,66,"sub-009",1,1,NA,1,0,1,1,NA,1,161,161,521,161,12,"0","sub-009",66,57
"4855",31,"overestimator",3011.9177401,"3012.6454744","None",146,135,"underestimator",3,"3","1","1",0.663646499999686,79,"sub-009",1,2,1,NA,0,0,NA,1,NA,162,162,522,162,31,"1","sub-009",40,79
"4856",13,"overestimator",3016.0665778,"3016.6242612","None",136,143,"underestimator",3,"1","3","0",0.492024799999854,69,"sub-009",1,2,1,NA,0,1,NA,1,NA,163,163,523,163,13,"0","sub-009",69,71
"4857",41,"overestimator",3020.3319864,"3021.0896851","None",164,165,"underestimator",3,"4","1","1",0.692824400000063,41,"sub-009",1,3,1,NA,0,0,NA,1,NA,164,164,524,164,41,"1","sub-009",37,41
"4858",23,"overestimator",3024.9904086,"3025.6218904","None",158,146,"underestimator",3,"2","3","0",0.566938899999968,60,"sub-009",2,4,1,NA,0,1,NA,1,NA,165,165,525,165,23,"0","sub-009",60,55
"4859",24,"overestimator",3029.2075824,"3030.4029294","None",145,172,"underestimator",3,"2","4","1",1.1294742,45,"sub-009",4,5,0,NA,0,0,NA,0,NA,166,166,526,166,24,"1","sub-009",58,45
"4860",23,"overestimator",3034.0671027,"3034.7337924","None",130,169,"underestimator",3,"2","3","0",0.602465499999653,56,"sub-009",2,4,1,NA,0,1,NA,1,NA,167,167,527,167,23,"0","sub-009",56,43
"4861",14,"overestimator",3038.3066663,"3039.2142132","None",121,130,"underestimator",3,"1","4","0",0.842663000000357,47,"sub-009",1,3,1,NA,0,1,NA,1,NA,168,168,528,168,14,"0","sub-009",47,41
"4862",24,"overestimator",3042.5812422,"3043.4998695","None",135,152,"underestimator",3,"2","4","0",0.854620799999793,56,"sub-009",2,5,1,NA,0,1,NA,1,NA,169,169,529,169,24,"0","sub-009",56,46
"4863",41,"overestimator",3047.3668503,"3048.2884669","None",173,130,"underestimator",3,"4","1","1",0.857535699999971,49,"sub-009",1,3,1,NA,0,0,NA,1,NA,170,170,530,170,41,"1","sub-009",44,49
"4864",43,"overestimator",3051.9140759,"3053.0961408","None",167,146,"underestimator",3,"4","3","0",1.11833410000008,34,"sub-009",4,6,NA,0,0,1,-1,NA,0,171,171,531,171,43,"0","sub-009",34,11
"4865",12,"overestimator",3056.8804054,"3057.7262223","None",169,150,"underestimator",3,"1","2","0",0.781219899999996,58,"sub-009",1,1,NA,1,0,1,1,NA,1,172,172,532,172,12,"0","sub-009",58,62
"4866",13,"overestimator",3061.2473443,"3061.9060108","None",135,144,"underestimator",3,"1","3","0",0.592033000000356,69,"sub-009",1,2,1,NA,0,1,NA,1,NA,173,173,533,173,13,"0","sub-009",69,18
"4867",12,"overestimator",3065.5483273,"3066.2161211","None",154,150,"underestimator",3,"1","2","0",0.603385399999752,77,"sub-009",1,1,NA,1,0,1,1,NA,1,174,174,534,174,12,"0","sub-009",77,66
"4868",32,"overestimator",3069.9288387,"3071.0823165","None",153,160,"underestimator",3,"3","2","1",1.08750740000005,55,"sub-009",2,4,1,NA,0,0,NA,1,NA,175,175,535,175,32,"1","sub-009",35,55
"4869",43,"overestimator",3074.9549727,"3075.7508255","None",166,157,"underestimator",3,"4","3","0",0.731774399999722,45,"sub-009",4,6,NA,0,0,1,-1,NA,0,176,176,536,176,43,"0","sub-009",45,69
"4870",24,"overestimator",3079.3966519,"3080.2360986","None",143,147,"underestimator",3,"2","4","0",0.77484400000003,51,"sub-009",2,5,1,NA,0,1,NA,1,NA,177,177,537,177,24,"0","sub-009",51,40
"4871",14,"overestimator",3083.9052051,"3084.7739263","None",153,176,"underestimator",3,"1","4","0",0.80440580000004,82,"sub-009",1,3,1,NA,0,1,NA,1,NA,178,178,538,178,14,"0","sub-009",82,34
"4872",43,"overestimator",3088.7885997,"3089.7093565","None",163,124,"underestimator",3,"4","3","0",0.856275799999821,28,"sub-009",4,6,NA,0,0,1,-1,NA,0,179,179,539,179,43,"0","sub-009",28,37
"4873",14,"overestimator",3093.1882822,"3093.919437","None",156,169,"underestimator",3,"1","4","0",0.666861199999857,27,"sub-009",1,3,1,NA,0,1,NA,1,NA,180,180,540,180,14,"0","sub-009",27,49
"4874",NA,NA,NA,NA,NA,NA,NA,"underestimator",NA,NA,NA,NA,NA,NA,"sub-009",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sub-009",NA,NA
"4875",NA,NA,NA,NA,NA,NA,NA,"underestimator",NA,NA,NA,NA,NA,NA,"sub-010",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sub-010",NA,NA
"4876",34,"underestimator",112.6764509,"113.507368800001","None",173,154,"underestimator",1,"3","4","0",0.524363000000449,43,"sub-010",3,6,NA,1,0,1,-1,NA,1,1,1,1,1,34,"0","sub-010",43,46
"4877",41,"underestimator",117.4614542,"118.015607000001","None",159,160,"underestimator",1,"4","1","0",0.476286600000094,45,"sub-010",4,3,0,NA,0,1,NA,0,NA,2,2,2,2,41,"0","sub-010",45,56
"4878",12,"underestimator",121.537612300001,"122.145386100001","None",120,145,"underestimator",1,"1","2","0",0.530152799999996,65,"sub-010",1,1,NA,1,0,1,1,NA,1,3,3,3,3,12,"0","sub-010",65,63
"4879",31,"underestimator",125.942605800001,"127.357871","None",167,160,"underestimator",1,"3","1","0",1.34100079999916,57,"sub-010",3,2,0,NA,0,1,NA,0,NA,4,4,4,4,31,"0","sub-010",57,62
"4880",21,"underestimator",131.034847700001,"131.5323713","None",138,134,"underestimator",1,"2","1","0",0.427551099999619,61,"sub-010",2,1,NA,0,0,1,1,NA,0,5,5,5,5,21,"0","sub-010",61,48
"4881",34,"underestimator",134.8729272,"135.361249600001","None",125,163,"underestimator",1,"3","4","1",0.422498100000666,41,"sub-010",4,6,NA,0,0,0,-1,NA,0,6,6,6,6,34,"1","sub-010",39,41
"4882",43,"underestimator",139.084615200001,"139.679346500001","None",140,141,"underestimator",1,"4","3","0",0.515095799999472,37,"sub-010",4,6,NA,0,0,1,-1,NA,0,7,7,7,7,43,"0","sub-010",37,31
